station_id,store_1,store_2,store_3,store_4,store_5,store_6,store_7,store_8,store_9,store_10,store_11,store_12,store_13,store_14,store_15,store_16,store_17,store_18,store_19,store_20
df88c2e9c068b1f96081442b6cb639d9,,,,,,,,,,,,,,,,,,,,
be51642c8a13488ee2d0f79cca2d6307,,,,,,,,,,,,,,,,,,,,
2ce729f9d95e9007a9069c8e0d365511,,,,,,,,,,,,,,,,,,,,
ca0d2445e913702b584e668333dfd3d4,,,,,,,,,,,,,,,,,,,,
b897eab1a16516ea4c47640297cc4409,,,,,,,,,,,,,,,,,,,,
0c7d51b231f5c05163176b80b5c825bf,,,,,,,,,,,,,,,,,,,,
cbf173b581c32be79916dd0efa8472f0,,,,,,,,,,,,,,,,,,,,
dab6dfd8dec75e57a81fde7f12d39510,,,,,,,,,,,,,,,,,,,,
c859a624e28f1e670e9b7f8b2276c934,,,,,,,,,,,,,,,,,,,,
1a4ced4bb87081c0a92db3f014c92d19,,,,,,,,,,,,,,,,,,,,
eace607a9b4ea4ea7b9fe0e5c17b04e7,,,,,,,,,,,,,,,,,,,,
63816efc067878fdff9a0d2a38531268,,,,,,,,,,,,,,,,,,,,
363a2381ec0d75a658698918d68d0edb,,,,,,,,,,,,,,,,,,,,
a9af746a9f25302bc6e438d12b4171f2,,,,,,,,,,,,,,,,,,,,
c6819c29250a339afc80c325c09cfaf2,,,,,,,,,,,,,,,,,,,,
059af05c37addf83badc457996fe45eb,,,,,,,,,,,,,,,,,,,,
a8ecd18d2c44ea14d8a396eba32c3fcc,,,,,,,,,,,,,,,,,,,,
9be7e0050df8db9c65bee11853497d9c,,,,,,,,,,,,,,,,,,,,
3f5c0437929a0f6dbc32f116850a4196,,,,,,,,,,,,,,,,,,,,
a6b2ae23c98c47b86a9e84062ea5c3ee,,,,,,,,,,,,,,,,,,,,
7ef616860128f1e359563871f977c210,,,,,,,,,,,,,,,,,,,,
dbd21ac9ae9f5cd34c4980b4f103b550,,,,,,,,,,,,,,,,,,,,
501383f10b2cb7bd652149a50b5418fc,,,,,,,,,,,,,,,,,,,,
6c19c7f80a0d01e4aabf6f13d53c06fe,,,,,,,,,,,,,,,,,,,,
1372941b523f4ca92d4bfee7ea85ac95,,,,,,,,,,,,,,,,,,,,
e9d82f4d2f1525cc654976f3fdf7f45a,,,,,,,,,,,,,,,,,,,,
02744ef00b430de0440ab88ecff71b2d,,,,,,,,,,,,,,,,,,,,
f113253f2f20870c00c7f115d631304d,,,,,,,,,,,,,,,,,,,,
08a97d1e8daf245e4fc7f5f3ab162213,,,,,,,,,,,,,,,,,,,,
0d33649125be2d062ec29061a27f700e,,,,,,,,,,,,,,,,,,,,
d9f54ff90ab5ebf7383dd6a8541d48f1,,,,,,,,,,,,,,,,,,,,
ca8eeb013a7c04731be820a3205b8347,,,,,,,,,,,,,,,,,,,,
1756b8a7b00189ed5c04a3171959e3f7,,,,,,,,,,,,,,,,,,,,
182f517a38db07df6b2fcc8ac0da3617,,,,,,,,,,,,,,,,,,,,
ef1e16d2e298bfbc6724316dc9f2c3c8,,,,,,,,,,,,,,,,,,,,
f18e0e4c80e5eb999f88608c3ebd3e90,,,,,,,,,,,,,,,,,,,,
5d6369a9f895ab6203a6dcc3c0fca46d,,,,,,,,,,,,,,,,,,,,
af277a4997575219024a717b9bade2e0,,,,,,,,,,,,,,,,,,,,
f1fd7bda2e0a3cf1900d275f24ff94ff,,,,,,,,,,,,,,,,,,,,
e4057435753640b4855f792619c151dd,,,,,,,,,,,,,,,,,,,,
26993f6ad0a30df7cc33bedb8efb5590,,,,,,,,,,,,,,,,,,,,
794cb9426661fc4ba684c6a147f4ea92,,,,,,,,,,,,,,,,,,,,
df3286fb70521afe8b7c68681e57f777,,,,,,,,,,,,,,,,,,,,
632b45a2c2a023d1f96723878028518d,,,,,,,,,,,,,,,,,,,,
6b13e6fa1252c733e32fdc7b13cba255,,,,,,,,,,,,,,,,,,,,
222c002644107f260e59c8946fb6d383,,,,,,,,,,,,,,,,,,,,
d77edd357a87177dcc4621ef883abb5d,,,,,,,,,,,,,,,,,,,,
d97742ffbfb3863990d07359b7bdeb46,,,,,,,,,,,,,,,,,,,,
68a14ad0d601717764086eb2d3c5f071,,,,,,,,,,,,,,,,,,,,
3df46ea4730fd2f6a4f92007c9369299,,,,,,,,,,,,,,,,,,,,
22041eb5ac70f045466f45b5f7c7cebd,,,,,,,,,,,,,,,,,,,,
0e9c72c9b1ad40895bce8ca0c30b5fae,,,,,,,,,,,,,,,,,,,,
fdfed17363937bd17e69bb5f32b67257,,,,,,,,,,,,,,,,,,,,
a8473b935036a67569f58bc142608de6,,,,,,,,,,,,,,,,,,,,
8b0eb4e5f5c108a52011cb111fb4c008,,,,,,,,,,,,,,,,,,,,
c75e0c6b2fcb7c59d7c812600d5858f5,,,,,,,,,,,,,,,,,,,,
6d41d45711456aef7f31b60c4f9d2fa1,,,,,,,,,,,,,,,,,,,,
66f097190aabf98d9637e274b9d12265,,,,,,,,,,,,,,,,,,,,
8c6c32e76ed11f76a547517979e5a5e6,,,,,,,,,,,,,,,,,,,,
27c3e9e59901b5ef2bc26957ec7f3951,,,,,,,,,,,,,,,,,,,,
713585c7fcbdca5115f70c1af67663a8,,,,,,,,,,,,,,,,,,,,
af18ee4922a37e2285a08671590d140e,,,,,,,,,,,,,,,,,,,,
7071418d19cad4ca32c3343afb0da740,,,,,,,,,,,,,,,,,,,,
736fc2875818c9c987f51ec384edf384,,,,,,,,,,,,,,,,,,,,
707f7090c1a175cd64f234c9ae512ec1,,,,,,,,,,,,,,,,,,,,
39ee44ea71e662e83149eae893414fe6,,,,,,,,,,,,,,,,,,,,
2d5b0e85ca198e366bd3fd61f459b981,,,,,,,,,,,,,,,,,,,,
bfa38a76bddc6582afb8464350f47c61,,,,,,,,,,,,,,,,,,,,
b5191acf6c3d6a359cfec040ebe89bf7,,,,,,,,,,,,,,,,,,,,
19f34b48933b42de614327cee335bc6f,,,,,,,,,,,,,,,,,,,,
4fa77307be791fef2d10d4d831f88415,,,,,,,,,,,,,,,,,,,,
586c5cb8082289a2f53eab0d1a2dbf4a,,,,,,,,,,,,,,,,,,,,
fff91ff985e5954b8b94e603a44db763,,,,,,,,,,,,,,,,,,,,
f7d2be8a428dc633c63ee68f69424754,,,,,,,,,,,,,,,,,,,,
e9946e14a1f7f45c1e0ebe5b542c6e24,,,,,,,,,,,,,,,,,,,,
101f0875b692a1f552e86de5c0a917f1,,,,,,,,,,,,,,,,,,,,
a799975c42155f6b266b5d32586aaa97,,,,,,,,,,,,,,,,,,,,
d46af557385e4a2286fdc3640f7d48a2,,,,,,,,,,,,,,,,,,,,
f3610d0f5ffae773c0fa96f65b8d409d,,,,,,,,,,,,,,,,,,,,
0b48b03d8342258399d9bced9a3ae503,,,,,,,,,,,,,,,,,,,,
f70db66502b4796997b8bba176c51dd0,,,,,,,,,,,,,,,,,,,,
a88bf5305774cc6c645ab2d1822fcd8e,,,,,,,,,,,,,,,,,,,,
9d87d3a0de545c12ed881712d64dad99,,,,,,,,,,,,,,,,,,,,
2d86525ef086c2daeeb2251288a12f4b,,,,,,,,,,,,,,,,,,,,
89c279924b0a3ab2d27e3467fed4c212,,,,,,,,,,,,,,,,,,,,
f3005d50220aa753c49f411e3b76e170,,,,,,,,,,,,,,,,,,,,
0fdcfff2f1478e0e5a30f3e314103cea,,,,,,,,,,,,,,,,,,,,
4dcfbaca6724925e3c8954925922392e,,,,,,,,,,,,,,,,,,,,
d3c1dff282d36fbf963709c8b91b0036,,,,,,,,,,,,,,,,,,,,
4483551f97cfd276503daebebdd3aaa5,,,,,,,,,,,,,,,,,,,,
aa0e5a1dd757b3c3bf56a453d2991fd4,,,,,,,,,,,,,,,,,,,,
f7897e831ad97c2fa5840e08da6bfaeb,,,,,,,,,,,,,,,,,,,,
6332163be54553da8f095c4fb801c725,,,,,,,,,,,,,,,,,,,,
7952c04aad8b091ffb0455792174bf01,,,,,,,,,,,,,,,,,,,,
e7e40470c749afdcf9f32d8097472c0a,,,,,,,,,,,,,,,,,,,,
070137572879ff5807c0b7092e81cfac,,,,,,,,,,,,,,,,,,,,
34fc2deb07ec971cc936deebee9d6435,,,,,,,,,,,,,,,,,,,,
3fc45088ab7916d9c0dde2a509a40958,,,,,,,,,,,,,,,,,,,,
9e7245a7f1c5faae54bc2b3a62cc2f6e,,,,,,,,,,,,,,,,,,,,
4f4bfedc91a9c50b39029c95017786ab,,,,,,,,,,,,,,,,,,,,
36a236e6b9604e51e8d5fd525775d7c0,,,,,,,,,,,,,,,,,,,,
bb693a5b9de4a21a17519b20070bff77,,,,,,,,,,,,,,,,,,,,
52f32ae1f330ff50af83895a28ba2215,,,,,,,,,,,,,,,,,,,,
7f4a909e098fb6397beb2a26d0f8661c,,,,,,,,,,,,,,,,,,,,
0cf18ec4823b9cdecff532d3bdd14928,,,,,,,,,,,,,,,,,,,,
4cd2b4bfdb2c468ec1fe6574fb2ffaa0,,,,,,,,,,,,,,,,,,,,
4e07771716c0d80c636ae4877dd497a3,,,,,,,,,,,,,,,,,,,,
5289ffec013e1219c33bd45627d6cc15,,,,,,,,,,,,,,,,,,,,
17468bb5d5f9880c081fd67d02762c04,,,,,,,,,,,,,,,,,,,,
f8a8b70e16e4e36c77cab3d32886e671,,,,,,,,,,,,,,,,,,,,
43f0ae83504f3d5f0a3866f86f7981fd,,,,,,,,,,,,,,,,,,,,
7355d2865f4ab7430c4fccf859e70d74,,,,,,,,,,,,,,,,,,,,
cfbb2ba08c176b405de47c1aefc5417a,,,,,,,,,,,,,,,,,,,,
acc0686d1655e283c3fd8e56bf11dbb1,,,,,,,,,,,,,,,,,,,,
fdf5f4679be9ae94f860552ca46a2648,,,,,,,,,,,,,,,,,,,,
81743daa45d7537f3516399929314c40,,,,,,,,,,,,,,,,,,,,
7d3b620f6bcf01c82cbcc4d38dcb9af2,,,,,,,,,,,,,,,,,,,,
c917d243667759fcfcd40ad6e5f094e3,,,,,,,,,,,,,,,,,,,,
0352198bb64490fc09c2d7bfd2604bcd,,,,,,,,,,,,,,,,,,,,
c6e8c3120ecdec6385cc3ae4a8350d9b,,,,,,,,,,,,,,,,,,,,
61899ad7362b9fd85580c8a4b01512f8,,,,,,,,,,,,,,,,,,,,
ad26540e1125e68ab4879dc6fae3af6d,,,,,,,,,,,,,,,,,,,,
65134e1e5e8d3b200c458d533e7d544c,,,,,,,,,,,,,,,,,,,,
3841fc554143a337540447bec2f0fdb5,,,,,,,,,,,,,,,,,,,,
0267ea932e83058a086f124bb3201e01,,,,,,,,,,,,,,,,,,,,
8062a6539108d66e12358da13f13edeb,,,,,,,,,,,,,,,,,,,,
48ba123e5a33a970f0997479f9794db3,,,,,,,,,,,,,,,,,,,,
4f47b8bd185f009310de3cfb7485fa33,,,,,,,,,,,,,,,,,,,,
b46fb6a16744722ffa62b1ce67e39c24,,,,,,,,,,,,,,,,,,,,
a7b644324531b20df09bb1f1199b560d,,,,,,,,,,,,,,,,,,,,
d66319981ad69928f023203bb7187706,,,,,,,,,,,,,,,,,,,,
c5e47b7f70b288a5380083f24ea161fb,,,,,,,,,,,,,,,,,,,,
4083ecaf02c77e52e231c6b0722799bd,,,,,,,,,,,,,,,,,,,,
603633a3090a33202ead9a738b2769d2,,,,,,,,,,,,,,,,,,,,
b1ac1179990a85f48f10858c0c955f25,,,,,,,,,,,,,,,,,,,,
a05fe47c9fd8c5a7b7a26dd493c432e7,,,,,,,,,,,,,,,,,,,,
2a8959c3baaa195b792c530d7f9dd6e5,,,,,,,,,,,,,,,,,,,,
a5bd8d2ff1e04067ac03bc476dc774e6,,,,,,,,,,,,,,,,,,,,
53c34886b92d0727ee65c8fd129c34bb,,,,,,,,,,,,,,,,,,,,
5f9edd66e1542839db53015eca6c8a07,,,,,,,,,,,,,,,,,,,,
b883d49e7f389097a81bf73b17acc46c,,,,,,,,,,,,,,,,,,,,
fda7185b4c97e338faf660d39aa119cb,,,,,,,,,,,,,,,,,,,,
7e5268ba3d954970d713adc1dc286182,,,,,,,,,,,,,,,,,,,,
c91d4150a09e136d5cca66643c9f936d,,,,,,,,,,,,,,,,,,,,
68d800de7c6b093ac2340d6bab986410,,,,,,,,,,,,,,,,,,,,
ef28178bdcbbd76da0a630ecba6555a5,,,,,,,,,,,,,,,,,,,,
7f25a5477bd79f776a9078c30f768517,,,,,,,,,,,,,,,,,,,,
fd03c3ceeecfe485dd0cdd8ef72f8e69,,,,,,,,,,,,,,,,,,,,
ded85e8cd7b30115d3ffec9b0777fb50,,,,,,,,,,,,,,,,,,,,
c6056f5b51537a2dfd4bf1538444e335,,,,,,,,,,,,,,,,,,,,
0ceed296dc7ef21bc6dc3999e23db576,,,,,,,,,,,,,,,,,,,,
398065f9acb4e27da84e4e78ed3de99c,,,,,,,,,,,,,,,,,,,,
0167c2413c3487d67d1dd7d906389959,,,,,,,,,,,,,,,,,,,,
625d6b7f33c6aec660a79f1afeaf3c30,,,,,,,,,,,,,,,,,,,,
981f5cc5c2c79e96e101c3c20cd56213,,,,,,,,,,,,,,,,,,,,
1a53a1426ed4935f80f5865b7d2d676e,,,,,,,,,,,,,,,,,,,,
d0a123ad15c1a36560424772600f87dc,,,,,,,,,,,,,,,,,,,,
4a3745a8d75f6261405f5e9a1b5e8f0c,,,,,,,,,,,,,,,,,,,,
4a766283f8c81155d42781201794fc18,,,,,,,,,,,,,,,,,,,,
5edf73914cb05d5a4ba7f03cc573a2e5,,,,,,,,,,,,,,,,,,,,
e7383e730f9fa46419cd5e84fcea3a88,,,,,,,,,,,,,,,,,,,,
74eca875c15c9468d4dbcece710bc596,,,,,,,,,,,,,,,,,,,,
78af524c0f2ab327bf75ca1bee9d1e08,,,,,,,,,,,,,,,,,,,,
700a9ce7584edef750fd2f8481a9c802,,,,,,,,,,,,,,,,,,,,
b04f626c4d402aefbecd84d326e5fd55,,,,,,,,,,,,,,,,,,,,
5f212a36c28e610e4e579916b4000dfb,,,,,,,,,,,,,,,,,,,,
168084f0f6ef878a07cb0049fd00f52a,,,,,,,,,,,,,,,,,,,,
59d793b5df7d636956033d6eea577230,,,,,,,,,,,,,,,,,,,,
b815170d0444b1b5cc5f6746d98c31f3,,,,,,,,,,,,,,,,,,,,
8abfd40237f50ff2362082bfe32d8edf,,,,,,,,,,,,,,,,,,,,
af494e5a9e2088b870da22baaaf0e15b,,,,,,,,,,,,,,,,,,,,
b98c3de69eaf29844c9732daec3d6ff2,,,,,,,,,,,,,,,,,,,,
51210c5c24903a6525cdfaec38109ec9,,,,,,,,,,,,,,,,,,,,
fc34cbf70e34346806c43b6579117bc0,,,,,,,,,,,,,,,,,,,,
df9c9c79952699cc041118a331ea9cc2,,,,,,,,,,,,,,,,,,,,
5dc0d98ea835b4c9743d4e2cdd515dde,,,,,,,,,,,,,,,,,,,,
97871d03b345e3aa1de1dbed3640b700,,,,,,,,,,,,,,,,,,,,
e427fa5d07c952f21297dbd9c7693407,,,,,,,,,,,,,,,,,,,,
1a71ef24deb93ea8024083bb3f0ed6c2,,,,,,,,,,,,,,,,,,,,
9e198bfb3768336d1059c0b7dc3551fd,,,,,,,,,,,,,,,,,,,,
3b21c47a7d6413799ea24aa253b39afe,,,,,,,,,,,,,,,,,,,,
9c81093a3f86e1cc41f46b1838f6393e,,,,,,,,,,,,,,,,,,,,
9b0277ca0bdb11f026046354302f18f8,,,,,,,,,,,,,,,,,,,,
9b2224a1373751614a6294525f64a9b5,,,,,,,,,,,,,,,,,,,,
daa8d15a7ecea64fbabdca15956a2f20,,,,,,,,,,,,,,,,,,,,
b949f871161f40eb2949854a85a0472a,,,,,,,,,,,,,,,,,,,,
d671d6957e264a7b085310cc05298930,,,,,,,,,,,,,,,,,,,,
6e78a70d9191e84c4e42094f11cc1a03,,,,,,,,,,,,,,,,,,,,
f6c781054ead7bb20ebc00b4c71df148,,,,,,,,,,,,,,,,,,,,
338a6ebbd36aadefe8e02fe32c0cbad0,,,,,,,,,,,,,,,,,,,,
db74e777cff989d3092874407066be1b,,,,,,,,,,,,,,,,,,,,
1ec14f81aa8ab53a816605d7b4e95718,,,,,,,,,,,,,,,,,,,,
673e986859c497d19910fb855d883df7,,,,,,,,,,,,,,,,,,,,
a1e040b32aa8e99ec1bf2f45df9f21e9,,,,,,,,,,,,,,,,,,,,
2c100d9e4d0c938b6ad09e600ca47359,,,,,,,,,,,,,,,,,,,,
8d7a98f0ca21bd4480ed0f4ef325deb7,,,,,,,,,,,,,,,,,,,,
30e0fcdd9de72e8344b6289760bb788b,,,,,,,,,,,,,,,,,,,,
37b6933a84b09d2210c7d8e02b0ca24f,,,,,,,,,,,,,,,,,,,,
6031193f19bd40cf2b23f30885bac302,,,,,,,,,,,,,,,,,,,,
b8644a87f64a3672609640fee7a2adc2,,,,,,,,,,,,,,,,,,,,
f69e56899850a97f22c2c773f7f298bd,,,,,,,,,,,,,,,,,,,,
7201ad6fe2a1e03ff9ea5749d84c354d,,,,,,,,,,,,,,,,,,,,
1feac469cb3c80737bac815a7a5ebabc,,,,,,,,,,,,,,,,,,,,
3ed879a85fa1fb4c29cb8fae8aaf6ea2,,,,,,,,,,,,,,,,,,,,
e39f47e22d92b577730c9775a91ada5f,,,,,,,,,,,,,,,,,,,,
dc67baf6606c0c454dcc83620d2c2c68,,,,,,,,,,,,,,,,,,,,
1edf61345559602d4fdbe99ff0435d6d,,,,,,,,,,,,,,,,,,,,
bb24af92bc9bac069a94fdfb41416cfb,,,,,,,,,,,,,,,,,,,,
7bdc5767ed0d5584df3a881a0f14d8f4,,,,,,,,,,,,,,,,,,,,
4abc42e82f8ded5c57afb682b7cdb3d7,,,,,,,,,,,,,,,,,,,,
c00825d99ce3a531a80181f00591df1d,,,,,,,,,,,,,,,,,,,,
808403b6d452824362356cade06f780c,,,,,,,,,,,,,,,,,,,,
9cd844a2550061d3844a92096a4d813c,,,,,,,,,,,,,,,,,,,,
b6711ddae98be23ce743e6d9639a906a,,,,,,,,,,,,,,,,,,,,
afbe353b9aed12eef5acb85e441d69d1,,,,,,,,,,,,,,,,,,,,
d9de41e1c87470529dcbb1b43bd76eaf,,,,,,,,,,,,,,,,,,,,
99889922f5848c7ca3e2c2f740cebd9f,,,,,,,,,,,,,,,,,,,,
9988c535057533619fdb58b42055c6fa,,,,,,,,,,,,,,,,,,,,
0f792274b026e9a847cfef3872a3fa00,,,,,,,,,,,,,,,,,,,,
813512459d9c9f8a7291e00a9c46e467,,,,,,,,,,,,,,,,,,,,
a8ad4be2133b3245c07419ddb7684eb7,,,,,,,,,,,,,,,,,,,,
c3288c5dc8fec444070c4aeb739f23e8,,,,,,,,,,,,,,,,,,,,
ba68e968feece64c5ae1449160642bd1,,,,,,,,,,,,,,,,,,,,
2e1a346200097628f0f01d08478a319d,,,,,,,,,,,,,,,,,,,,
91bba2bf0246d6623c164d42c47736e4,,,,,,,,,,,,,,,,,,,,
df10df40d6e917dc5950502045c2c6d8,,,,,,,,,,,,,,,,,,,,
2d86977182197367c646152cca0e821a,,,,,,,,,,,,,,,,,,,,
9a18b71be61bcec4e11553e09ff2911e,,,,,,,,,,,,,,,,,,,,
9acfb5cd8e156f410d3463f9a42afc72,,,,,,,,,,,,,,,,,,,,
a7154dfcba68b868867b64a11d8a7a56,,,,,,,,,,,,,,,,,,,,
cd7a5ce186d9176b083cd322482ef36d,,,,,,,,,,,,,,,,,,,,
3d313d16cad18a25bd406bfaef335b65,,,,,,,,,,,,,,,,,,,,
2fcc4197d2f7cdce6cececa4496ec514,,,,,,,,,,,,,,,,,,,,
366a420aef7c94bd8bcbe1e6557d2f1e,,,,,,,,,,,,,,,,,,,,
c0a9bd7193ca3e9de37807ec58cc08d8,,,,,,,,,,,,,,,,,,,,
e11fc22c0e5448c0c115dfeca7a6f506,,,,,,,,,,,,,,,,,,,,
456bf3370b191fab5745567356a8423f,,,,,,,,,,,,,,,,,,,,
f90fd0c728ade1a5f3ca0327f3f7eccb,,,,,,,,,,,,,,,,,,,,
c8eb138910e36025b0efee10ac872b06,,,,,,,,,,,,,,,,,,,,
d2ecf05eb79484709ace4023669702f9,,,,,,,,,,,,,,,,,,,,
0129b835b33f6afca778ebfb90453aad,,,,,,,,,,,,,,,,,,,,
ca8bbd40ae8b3beb63c5cc63a1c73a0f,,,,,,,,,,,,,,,,,,,,
3649abee4c69d3d77dde28e45178e28a,,,,,,,,,,,,,,,,,,,,
936e00689968a8d14dc94153aa959f3f,,,,,,,,,,,,,,,,,,,,
a861792de6f7790503849a5227a1f8c6,,,,,,,,,,,,,,,,,,,,
66d26936d43ac2f677f522354e3ef5a5,,,,,,,,,,,,,,,,,,,,
018bfeb8a511bb60ffbb0cab866667ab,,,,,,,,,,,,,,,,,,,,
4e1430cadb362b419ab9c7b98552dc47,,,,,,,,,,,,,,,,,,,,
70369211f292150a6b4ee0dca590e273,,,,,,,,,,,,,,,,,,,,
95814ccce398155f5f015f98691997e8,,,,,,,,,,,,,,,,,,,,
8bcaedd0aae11bc0ca98eaddb741e0c0,,,,,,,,,,,,,,,,,,,,
fa32d245becfeba6d7b6034133e59d95,,,,,,,,,,,,,,,,,,,,
ad6ea721fdfd2adb019b94851cd867fb,,,,,,,,,,,,,,,,,,,,
d1e2c9dcb40601ed84bb807ed68dd855,,,,,,,,,,,,,,,,,,,,
a8f100ba778a83e476dfe8d534b9b84f,,,,,,,,,,,,,,,,,,,,
e27d0571f6c72cbccd366407f81ec2c9,,,,,,,,,,,,,,,,,,,,
b7988dd90281c6ada0a09909480e8413,,,,,,,,,,,,,,,,,,,,
8e711e8b90789c76e17e55c44e975fc1,,,,,,,,,,,,,,,,,,,,
db937467876feef9bb1695c3ea31779c,,,,,,,,,,,,,,,,,,,,
5fa855c2c331a45b50d352a9d974d13c,,,,,,,,,,,,,,,,,,,,
9f8be529b2440f9bb6bd631df34da61d,,,,,,,,,,,,,,,,,,,,
1c1e81258c2a201450e8dcf8d2b749d0,,,,,,,,,,,,,,,,,,,,
56d0385bcfa455f8eaca562d8ba18ac3,,,,,,,,,,,,,,,,,,,,
fa1ea329b95e7733d38b7a6aab8e23d6,,,,,,,,,,,,,,,,,,,,
477ed47b789459eda3a3ee2597c74f4d,,,,,,,,,,,,,,,,,,,,
d2ac19a2bb356f022983008bcd6ca5e1,,,,,,,,,,,,,,,,,,,,
db8d54f6cc7dcbbf1d74783000539749,,,,,,,,,,,,,,,,,,,,
6aba782b9e02d7ae351e6e9f81a7c330,,,,,,,,,,,,,,,,,,,,
1b3d97eca9393abbf229aef9b3f80fda,,,,,,,,,,,,,,,,,,,,
051b0abcc6ba494a27fc5ee5b0f8acf7,,,,,,,,,,,,,,,,,,,,
